enrich_id,canonical_term,example_term,example_term_id,scheduler,category,short_definition,is_hpc_domain,freq_total,doc_count,aliases_json,raw_json
5510,tres types,TRES Types,6234,slurm,resource,"TRES Types are resource types in SLURM with their own priority factors for jobs, representing the amount of TRES Type requested/allocated in a given partition. Examples include Licenses and Burst Buffers.",1,2,1,"[""TRES type"", ""SLURM TRES Types""]","{
  ""term"": ""TRES Types"",
  ""canonical"": ""tres types"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""resource"",
  ""short_definition"": ""TRES Types are resource types in SLURM with their own priority factors for jobs, representing the amount of TRES Type requested/allocated in a given partition. Examples include Licenses and Burst Buffers."",
  ""aliases"": [""TRES type"", ""SLURM TRES Types""]
}"
5511,tres factors,TRES Factors,6235,slurm,resource,"TRES Factors are priority factors for each TRES Type in SLURM, representing the amount of TRES Type requested/allocated in a given partition. They influence the order in which jobs are scheduled based on fair-share allocation.",1,1,1,[],"{
  ""term"": ""TRES Factors"",
  ""canonical"": ""tres factors"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""resource"",
  ""short_definition"": ""TRES Factors are priority factors for each TRES Type in SLURM, representing the amount of TRES Type requested/allocated in a given partition. They influence the order in which jobs are scheduled based on fair-share allocation."",
  ""aliases"": []
}"
5512,burst buffers,Burst Buffers,6237,generic,resource,Burst Buffers are high-performance storage layers used on HPC systems to stage or absorb I/O for data-intensive jobs.,1,1,1,"[""Burst Buffers"", ""Burst buffers"", ""Burst Buffer Resources"", ""Burst Buffer States"", ""Burst Buffer plugin""]","{
  ""term"": ""Burst Buffers"",
  ""canonical"": ""burst buffers"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""resource"",
  ""short_definition"": ""Burst Buffers are high-performance storage layers used on HPC systems to stage or absorb I/O for data-intensive jobs."",
  ""aliases"": [""Burst Buffers"", ""Burst buffers"", ""Burst Buffer Resources"", ""Burst Buffer States"", ""Burst Buffer plugin""]
}"
5513,assigned shares,assigned shares,6240,slurm,resource,"Assigned shares represent the portion of a computing resource (e.g., CPU cycles) allocated to a user, used in Slurm's fair-share scheduling to prioritize jobs based on resource usage.",1,1,1,[],"{
  ""term"": ""assigned shares"",
  ""canonical"": ""assigned shares"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""resource"",
  ""short_definition"": ""Assigned shares represent the portion of a computing resource (e.g., CPU cycles) allocated to a user, used in Slurm's fair-share scheduling to prioritize jobs based on resource usage."",
  ""aliases"": []
}"
5514,fair-share component,fair-share component,6242,slurm,config_param,"The fair-share component is a configurable parameter in SLURM that determines a job's priority based on the user's allocation and resource consumption, influencing the order in which jobs are scheduled.",1,1,1,[],"{
  ""term"": ""fair-share component"",
  ""canonical"": ""fair-share component"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""short_definition"": ""The fair-share component is a configurable parameter in SLURM that determines a job's priority based on the user's allocation and resource consumption, influencing the order in which jobs are scheduled."",
  ""aliases"": []
}"
5515,tresbillingweights,TRESBillingWeights,6243,both,config_param,"TRESBillingWeights is a configuration parameter used in SLURM and LSF to assign billing weights to different Trackable Resources (TRES) such as CPUs, memory, licenses, and generic resources (GRES).",1,6,3,"[""TRES Billing Weights"", ""TRES weights"", ""TRES billing configuration""]","{
  ""term"": ""TRESBillingWeights"",
  ""canonical"": ""tresbillingweights"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""config_param"",
  ""short_definition"": ""TRESBillingWeights is a configuration parameter used in SLURM and LSF to assign billing weights to different Trackable Resources (TRES) such as CPUs, memory, licenses, and generic resources (GRES)."",
  ""aliases"": [""TRES Billing Weights"", ""TRES weights"", ""TRES billing configuration""]
}"
5516,trackable resources,Trackable Resources,6244,generic,resource,"Trackable Resources (TRES) are configurable resource types that can be accounted for in a partition's billing, including CPUs, nodes, memory, licenses, and generic resources (GRES).",1,1,1,[],"{
  ""term"": ""Trackable Resources"",
  ""canonical"": ""Trackable Resources"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""resource"",
  ""short_definition"": ""Trackable Resources (TRES) are configurable resource types that can be accounted for in a partition's billing, including CPUs, nodes, memory, licenses, and generic resources (GRES)."",
  ""aliases"": []
}"
5517,billing,billing,6252,generic,other_hpc,"Billing refers to the process of accounting for consumed resources on an HPC system, including CPUs, memory, nodes, licenses, and generic resources (GRES), using options like TRESBillingWeights.",1,3,2,[],"{
  ""term"": ""billing"",
  ""canonical"": ""billing"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""Billing refers to the process of accounting for consumed resources on an HPC system, including CPUs, memory, nodes, licenses, and generic resources (GRES), using options like TRESBillingWeights."",
  ""aliases"": []
}"
5518,billable tres,billable TRES,6254,generic,resource,"billable TRES refers to the total amount of Trackable Resources (TRES) consumed by a job, taking into account billing weights for CPUs, memory, licenses, and other resources in a partition.",1,3,2,[],"{
  ""term"": ""billable TRES"",
  ""canonical"": ""billable tres"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""resource"",
  ""short_definition"": ""billable TRES refers to the total amount of Trackable Resources (TRES) consumed by a job, taking into account billing weights for CPUs, memory, licenses, and other resources in a partition."",
  ""aliases"": []
}"
5519,sum,sum,6256,generic,other_hpc,"The 'sum' operation is used in HPC to calculate the total of multiple resources consumed by a job, such as CPUs, memory, or generic resources (GRES), when billing or accounting for resource usage.",1,1,1,[],"{
  ""term"": ""sum"",
  ""canonical"": ""sum"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""The 'sum' operation is used in HPC to calculate the total of multiple resources consumed by a job, such as CPUs, memory, or generic resources (GRES), when billing or accounting for resource usage."",
  ""aliases"": []
}"
5521,individual tres,individual TRESs,6258,both,resource,"Individual Trackable Resources (TRES) refer to the individual CPU, memory, licenses, or generic resources (GRES) consumed by a job, used for resource accounting and billing in SLURM and IBM LSF.",1,3,2,[],"{
  ""term"": ""individual TRESs"",
  ""canonical"": ""individual tres"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""resource"",
  ""short_definition"": ""Individual Trackable Resources (TRES) refer to the individual CPU, memory, licenses, or generic resources (GRES) consumed by a job, used for resource accounting and billing in SLURM and IBM LSF."",
  ""aliases"": []
}"
5522,global tres,global TRESs,6259,both,resource,"Global TRESs refer to the total Trackable Resources (TRES) consumed across all jobs on a partition, used for billing purposes.",1,4,2,[],"{
  ""term"": ""global TRESs"",
  ""canonical"": ""global tres"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""resource"",
  ""short_definition"": ""Global TRESs refer to the total Trackable Resources (TRES) consumed across all jobs on a partition, used for billing purposes."",
  ""aliases"": []
}"
5523,max_tres,MAX_TRES,6260,slurm,config_param,"MAX_TRES is a configuration parameter in SLURM that enables the Multifactor Job Priority Plugin, which calculates job scheduling priority based on various factors, including total resources (TRES) on a node.",1,3,2,[],"{
  ""term"": ""MAX_TRES"",
  ""canonical"": ""max_tres"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""short_definition"": ""MAX_TRES is a configuration parameter in SLURM that enables the Multifactor Job Priority Plugin, which calculates job scheduling priority based on various factors, including total resources (TRES) on a node."",
  ""aliases"": []
}"
5524,priority flags,priority flags,6261,slurm,config_param,"Priority flags are configuration parameters in SLURM that control the job scheduling priority based on multiple factors, such as fairshare, age, and resource usage.",1,1,1,[],"{
  ""term"": ""priority flags"",
  ""canonical"": ""priority flags"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""short_definition"": ""Priority flags are configuration parameters in SLURM that control the job scheduling priority based on multiple factors, such as fairshare, age, and resource usage."",
  ""aliases"": []
}"
5525,mem,mem,6267,slurm,resource,"In SLURM, 'mem' refers to the memory resources available for a job or node.",1,4,3,[],"{
  ""term"": ""mem"",
  ""canonical"": ""mem"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""resource"",
  ""short_definition"": ""In SLURM, 'mem' refers to the memory resources available for a job or node."",
  ""aliases"": []
}"
5526,gres_gpu,gres (GPU),6268,slurm,resource,"In SLURM, gres (GPU) refers to the number of GPUs requested for a job, used in job priority calculations and resource allocation.",1,1,1,"[""gres_gpu"", ""SLURM GPU resources""]","{
  ""term"": ""gres (GPU)"",
  ""canonical"": ""gres_gpu"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""resource"",
  ""short_definition"": ""In SLURM, gres (GPU) refers to the number of GPUs requested for a job, used in job priority calculations and resource allocation."",
  ""aliases"": [""gres_gpu"", ""SLURM GPU resources""]
}"
5527,classic fairshare,Classic Fairshare,6273,slurm,other_hpc,"Classic Fairshare is a scheduling algorithm in SLURM that determines job priority based on factors such as job age, fairshare, and priority flags. It is no longer the default algorithm as of SLURM 19.05.",1,1,1,[],"{
  ""term"": ""Classic Fairshare"",
  ""canonical"": ""classic fairshare"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""Classic Fairshare is a scheduling algorithm in SLURM that determines job priority based on factors such as job age, fairshare, and priority flags. It is no longer the default algorithm as of SLURM 19.05."",
  ""aliases"": []
}"
5528,no_fair_tree,NO_FAIR_TREE,6275,slurm,config_param,NO_FAIR_TREE is a configuration parameter in SLURM that disables the default 'Fair Tree' fairshare algorithm and enables the 'classic' fairshare algorithm.,1,3,1,[],"{
  ""term"": ""NO_FAIR_TREE"",
  ""canonical"": ""no_fair_tree"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""short_definition"": ""NO_FAIR_TREE is a configuration parameter in SLURM that disables the default 'Fair Tree' fairshare algorithm and enables the 'classic' fairshare algorithm."",
  ""aliases"": []
}"
5530,historical usage,historical usage,6280,slurm,config_param,"Historical usage refers to the accumulated resource consumption of jobs in the SLURM scheduler, which affects job priority and fair-share allocation.",1,1,1,[],"{
  ""term"": ""historical usage"",
  ""canonical"": ""historical usage"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""short_definition"": ""Historical usage refers to the accumulated resource consumption of jobs in the SLURM scheduler, which affects job priority and fair-share allocation."",
  ""aliases"": []
}"
