id,src_rowid,child,parent,method,src_confidence,src_evidence,llm_child_is_class,llm_parent_is_class,llm_is_a_valid,llm_accept,llm_best_parent,llm_confidence,llm_reason,llm_evidence_sentence,candidates_json,evidence_json,raw_llm_json,created_at
4052,4052,type job,model,"embed_expand(k=5,min_cos=0.75)",0.0,seed=job forwarding model;sim=0.999,1,1,1,1,job,1.0,job is a valid parent for a 'type job' term as it is a common term used to describe the type or category of a job in HPC schedulers.,,"[""model"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""job"",
""confidence"": 1.0,
""reason"": ""job is a valid parent for a 'type job' term as it is a common term used to describe the type or category of a job in HPC schedulers.""
}",2026-01-29T23:21:45Z
4053,4053,job submission host,model,"embed_expand(k=5,min_cos=0.75)",0.0,seed=job forwarding model;sim=0.998,1,1,1,1,host,0.95,job submission host is a type of host,Use the SSH command on the job execution host to connect it securely with the job submission host.,"[""model"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""Troubleshooting\nUse the SSH command on the job execution host to connect it securely with the job submission host."", ""Related tasks\nView the job submission environment\nRelated reference\nbjobs -env command option\nbjobs -script command option\nLSF Application Center desktop clients as submission hosts\nLSF can now use LSF Application Center desktop client hosts as job submission hosts.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""host"",
""confidence"": 0.95,
""reason"": ""job submission host is a type of host"",
""evidence_sentence"": ""Use the SSH command on the job execution host to connect it securely with the job submission host.""
}",2026-01-29T23:21:45Z
4054,4054,job level host,model,"embed_expand(k=5,min_cos=0.75)",0.0,seed=job forwarding model;sim=0.998,1,0,0,0,none,0.1,"job level host is not a model, it's a concept related to job and host management; none is the correct answer.",,"[""model"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": false,
""is_a_valid"": false,
""accept"": false,
""best_parent"": ""none"",
""confidence"": 0.1,
""reason"": ""job level host is not a model, it's a concept related to job and host management; none is the correct answer.""
}",2026-01-29T23:21:45Z
4055,4055,host management host,model,"embed_expand(k=5,min_cos=0.75)",0.0,seed=host host model;sim=0.999,1,0,0,0,none,0.1,host management host is not a type of model; no suitable parent found in candidates.,,"[""model"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""Table 1. Terminology changes\nOld terminology New terminology\nmaster host management host\nmaster candidate host management candidate host\nmaster batch daemon (""]","{
""child_is_class"": true,
""parent_is_class"": false,
""is_a_valid"": false,
""accept"": false,
""best_parent"": ""none"",
""confidence"": 0.1,
""reason"": ""host management host is not a type of model; no suitable parent found in candidates.""
}",2026-01-29T23:21:45Z
4056,4056,parameter feature section,parameter section,"embed_expand(k=5,min_cos=0.75)",0.0,seed=parameter parameter section;sim=0.999,1,1,1,1,section,0.95,A parameter feature section is a type of parameter section.,,"[""parameter section"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""section"",
""confidence"": 0.95,
""reason"": ""A parameter feature section is a type of parameter section."",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
4057,4057,resource management allocation,resource allocation,"embed_expand(k=5,min_cos=0.75)",0.0,seed=job resource allocation;sim=0.998,1,1,1,1,resource allocation,1.0,resource management allocation is a type of resource allocation,,"[""resource allocation"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""resource allocation"",
""confidence"": 1.0,
""reason"": ""resource management allocation is a type of resource allocation"",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
4058,4058,resource method reserve,resource allocation,"embed_expand(k=5,min_cos=0.75)",0.0,seed=job resource allocation;sim=0.998,1,1,1,1,resource allocation,0.95,"The provided evidence explicitly states 'resource allocation' as the context for the 'resource method reserve' configuration. Therefore, 'resource allocation' is the correct parent.",,"[""resource allocation"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""Begin ReservationUsage\nRESOURCE METHOD RESERVE\nglobal_res_static PER_HOST N\nglobal_res_dynamic PER_TASK Y\nglobal_res_dynamic2 PER_JOB"", ""For example, if the resource reservation method of the global_res_dynamic resource is deﬁned as a PER_TASK in the lsb.globalpolicies ﬁle:\nBegin ReservationUsage\nRESOURCE METHOD RESERVE\nglobal_res_dynamic PER_TASK Y\nEnd ReservationUsage""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""resource allocation"",
""confidence"": 0.95,
""reason"": ""The provided evidence explicitly states 'resource allocation' as the context for the 'resource method reserve' configuration. Therefore, 'resource allocation' is the correct parent.""
}",2026-01-29T23:21:45Z
4059,4059,license allocation,resource allocation,"embed_expand(k=5,min_cos=0.75)",0.0,seed=global resource allocation;sim=0.998,1,1,1,1,resource allocation,0.95,"The provided evidence mentions 'resource allocation' in relation to 'license allocation', indicating that 'license allocation' is a type of 'resource allocation'.",,"[""resource allocation"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""The share is a non-negative integer representing the share of licenses each cluster receives in a static license allocation, and the\nstarting share in a dynamic license allocation."", ""If required, run badmin mbdrestart to restart each LSF cluster.\nView license allocation\nProcedure\nRun blstat -t""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""resource allocation"",
""confidence"": 0.95,
""reason"": ""The provided evidence mentions 'resource allocation' in relation to 'license allocation', indicating that 'license allocation' is a type of 'resource allocation'.""
}",2026-01-29T23:21:45Z
4060,4060,array job,flow,"embed_expand(k=5,min_cos=0.75)",0.0,seed=job flow;sim=1.000,1,1,0,0,none,0.1,LLM parse failed (no valid JSON). Marked reject with best_parent=none.,"The name of the job-speciﬁc temporary directory has the following format:
For regular jobs:
UNIX: $LSF_TMPDIR/jobID.tmpdir
Windows: %LSF_TMPDIR%\jobID.tmpdir
For array jobs:
UNIX: $LSF_TMPDIR/arrayID_arrayIndex.tmpdir
Wi","[""flow"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""The name of the job-speciﬁc temporary directory has the following format:\nFor regular jobs:\nUNIX: $LSF_TMPDIR/jobID.tmpdir\nWindows: %LSF_TMPDIR%\\jobID.tmpdir\nFor array jobs:\nUNIX: $LSF_TMPDIR/arrayID_arrayIndex.tmpdir\nWindows: %"", ""GPU requirement and allocation information\nAccount name for LSF resource connector\nStarting in Fix Pack 15, the requested cluster afﬁnity information\nIf the job was submitted with the bsub -K command, the -l option displays Synchronous Execution.\nUse the bjobs -A -l command to display detailed information for job arrays, including job array job limit (% job_limit) if set.""]",,2026-01-29T23:21:45Z
4061,4061,job array,flow,"embed_expand(k=5,min_cos=0.75)",0.0,seed=job flow;sim=1.000,1,1,1,1,none,1.0,"job array is a type of workflow in HPC systems, so it is-a flow.",,"[""flow"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""priorities, job arrays, interactive jobs, job pre-execution and post-execution, and job starters."", ""LSF creates a job speciﬁc temporary directory as $LSF_TMPDIR/<jobID>.tmpdir for regular jobs and\n$LSF_TMPDIR/<jobID>_<job_index>.tmpdir for each job array element.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""none"",
""confidence"": 1.0,
""reason"": ""job array is a type of workflow in HPC systems, so it is-a flow.""
}",2026-01-29T23:21:45Z
4062,4062,applicable job,flow,"embed_expand(k=5,min_cos=0.75)",0.0,seed=job flow;sim=1.000,1,1,1,1,job,1.0,"An applicable job is a type of flow, specifically a job within a flow; job is the correct parent.","The positions are relative to only the applicable jobs in the queue, depending on whether the invoker is a regular user or the LSF administrator.","[""flow"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""The positions are relative to only the applicable jobs in the\nqueue, depending on whether the invoker is a regular user or the LSF administrator."", ""If the -b option is used with the 0 subcommand, the bkill command kills all applicable jobs and silently skips the jobs that cannot be killed.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""job"",
""confidence"": 1.0,
""reason"": ""An applicable job is a type of flow, specifically a job within a flow; job is the correct parent."",
""evidence_sentence"": ""The positions are relative to only the applicable jobs in the queue, depending on whether the invoker is a regular user or the LSF administrator.""
}",2026-01-29T23:21:45Z
4063,4063,linux cgroup,device,"embed_expand(k=5,min_cos=0.75)",0.0,seed=linux cgroup device;sim=1.000,1,1,1,1,none,1.0,"linux cgroup is a type of device used for GPU access enforcement in the context of HPC schedulers, and devices are a valid parent.",,"[""device"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""GPU access enforcement\n LSF can enforce GPU access on systems that support the Linux cgroup devices subsystem. To enable GPU access through Linux cgroups,\nconﬁgure the LSB_RESOURCE_ENFORCE=\""gpu\"" parameter in the lsf.conf ﬁle."", ""Linux cgroup devices are only created for GPU jobs.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""none"",
""confidence"": 1.0,
""reason"": ""linux cgroup is a type of device used for GPU access enforcement in the context of HPC schedulers, and devices are a valid parent.""
}",2026-01-29T23:21:45Z
4064,4064,linux cgroup cpuset,device,"embed_expand(k=5,min_cos=0.75)",0.0,seed=linux cgroup device;sim=1.000,1,1,1,1,none,1.0,Both child_term and proposed_parent are classes in the HPC scheduler ontology.,,"[""device"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""Related concepts\nAfﬁnity binding based on Linux cgroup cpuset subsystem\nJob control actions\nMemory and swap limit enforcement based on Linux cgroup memory subsystem\nRelated reference\nLSB_RESOURCE_ENFORCE parameter in the lsf.conf ﬁle\nLSF_LINUX_CGROUP_ACCT parameter in the lsf.conf ﬁle\nLSF_PROCESS_TRACKING parameter in the lsf.conf ﬁle\nCall back function for external scheduler plugin\nThe external scheduler plugin (extsched API) LSF can now register a job event callback function so that it can be notiﬁed when a job is created or\ndestroyed within the scheduler context."", ""LSF can also enforce CPU afﬁnity binding on systems that support the Linux cgroup cpuset subsystem.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""none"",
""confidence"": 1.0,
""reason"": ""Both child_term and proposed_parent are classes in the HPC scheduler ontology."",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
